key,0,2,18,19,20
111,希爾德拉,,SE_Bt_Etc_ShirudoraWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_ShirudoraBye
112,飛隼號,,SE_Bt_Etc_HitorinoriWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_HitorinoriBye
113,孤傲妖精犬,,SE_Bt_Etc_FenrirWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_FenrirBye
114,首領妖精犬,,SE_Bt_Etc_FenrirWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_FenrirBye
115,極樂神威,,SE_Bt_Etc_InugamiWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_InugamiBye
116,狂歡神威,,SE_Bt_Etc_InugamiWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_InugamiBye
117,,,SE_Bt_Etc_HarpieWhistle,SE_Bt_Etc_HarpieWhistle_only,SE_Bt_Etc_HarpieBye
118,,,SE_Bt_Etc_MantaWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_MantaBye
119,,,SE_Bt_Etc_BirdWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_BirdBye
120,,,SE_Bt_Etc_UnicornWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_UnicornBye
121,魔導獵手,,SE_Bt_Etc_MadoWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_MadoBye
122,鬥獅,,SE_Bt_Etc_LionWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_LionBye
123,鬥熊,,SE_Bt_Etc_KumaWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_KumaBye
124,鬥豹,,SE_Bt_Etc_CuahrWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_CuahrBye
125,胡鷹,,SE_Bt_Etc_HarpieWhistle,SE_Bt_Etc_HarpieWhistle_only,SE_Bt_Etc_HarpieBye
126,老者,,SE_Bt_Etc_JuraeibisWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_JuraeibisBye
127,兵團虎,,SE_Bt_Etc_ToraWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_ToraBye
128,捕獲的魔導裝甲,,SE_Bt_Etc_MadoWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_MadoBye
129,,,SE_Bt_Etc_MantaWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_MantaBye
130,伊克西翁,,SE_Bt_Etc_IxionWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_IxionBye
131,,,SE_Bt_Etc_GobrinTunkWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_GobrinTunkBye
132,,,SE_Bt_Etc_GobrinTunkWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_GobrinTunkBye
133,夢幻神威,,SE_Bt_Etc_InugamiWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_InugamiBye
134,,,SE_Bt_Etc_XmasKumaWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_XmasKumaBye
135,風火輪,,SE_Bt_Etc_FuukaNirinWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_FuukaNirinBye
136,斑鰩,,SE_Bt_Etc_MantaWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_MantaBye
137,,,SE_Bt_Etc_MantaWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_MantaBye
138,海藍寶石獸,,SE_Bt_Etc_CarbuncleWhistle,SE_Bt_Etc_HarpieWhistle_only,SE_Bt_Etc_CarbuncleBye
139,黃水晶寶石獸,,SE_Bt_Etc_CarbuncleWhistle,SE_Bt_Etc_HarpieWhistle_only,SE_Bt_Etc_CarbuncleBye
140,飛行座椅,,SE_Bt_Etc_LanosceasofaWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_LanosceasofaBye
141,魔導復仇者騎乘型,,SE_Bt_Etc_MekagoriraWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_MekagoriraBye
142,葉大妖,,SE_Bt_Etc_MarimokunWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_MarimokunBye
143,赤兔馬,,SE_Bt_Etc_SekitobaWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_SekitobaBye
144,白帝神威,,SE_Bt_Etc_InugamiWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_InugamiBye
145,拘束型魔導死亡爪,,SE_Bt_Etc_DeathClawWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_DeathClawBye
146,魔象,,SE_Bt_Etc_ElephantWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_ElephantBye
147,力氣大的魔象,,SE_Bt_Etc_ElephantWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_ElephantBye
148,真獅鷲,,SE_Bt_Etc_GrifinWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_GrifinBye
149,真獅鷲,,SE_Bt_Etc_GrifinWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_GrifinBye
150,暴龍,,SE_Bt_Etc_TRexWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_TRexBye
151,雷迦利亞G型,,SE_Bt_Etc_CarWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_CarBye
152,飛天半心椅（右）,,SE_Bt_Etc_RightHeartWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_RightHeartBye
153,飛天半心椅（左）,,SE_Bt_Etc_RightHeartWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_RightHeartBye
154,提豐老師,,SE_Bt_Etc_TyuponeWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_TyuponeBye
155,,,SE_Bt_Etc_TyuponeWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_TyuponeBye
156,空軍裝甲,,SE_Bt_Etc_AirForceWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_AirForceBye
157,,,SE_Bt_Etc_AirForceWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_AirForceBye
158,幽夜神威,,SE_Bt_Etc_InugamiWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_InugamiBye
159,渡渡鳥,,SE_Bt_Etc_DodoWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_DodoBye
160,鬚鯨,,SE_Bt_Etc_KujiraWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_KujiraBye
161,火龍,,SE_Bt_Etc_NIKUBossWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_NIKUBossBye
162,魔導運輸器,,SE_Bt_Etc_HakaseIsuWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_HakaseIsuBye
163,原型運輸器,,SE_Bt_Etc_HakaseIsuWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_HakaseIsuBye
164,巨鯰魚神轎,,SE_Bt_Etc_NamazuoWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_NamazuoBye
165,,,SE_Bt_Etc_NamazuoWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_NamazuoBye
166,絕地,,SE_Bt_Etc_SekitobaWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_SekitobaBye
167,,,,,
168,護送系統,,SE_Bt_Etc_DaragabWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_DaragabBye
169,,,SE_Bt_Etc_UnicornWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_UnicornBye
170,格拉尼,,SE_Bt_Etc_DarkUnicornWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_DarkUnicornBye
171,貓大胖,,SE_Bt_Etc_DebuNekoWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_DebuNekoBye
172,朱焰神威,,SE_Bt_Etc_InugamiWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_InugamiBye
173,歐米茄,,SE_Bt_Etc_OmegaWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_OmegaBye
174,魔導浮空裝甲,,SE_Bt_Etc_SyumitWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_SyumitBye
175,魔法飛毯,,SE_Bt_Etc_JuutanWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_JuutanBye
176,魔導機車大魔,,SE_Bt_Etc_MagunarodersWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_MagunarodersBye
177,黑色胖陸行鳥,,SE_Bt_Etc_DebuCyokoboWhistle,SE_Bt_Etc_ChocoboWhistle_only,SE_Bt_Etc_DebuCyokoboBye
178,火巨人,,SE_Bt_Etc_FireIetyWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_FireIetyBye
179,改良型魔導機車大魔,,SE_Bt_Etc_MagunarodersWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_MagunarodersBye
180,帝王仙人刺,,SE_Bt_Etc_SabotenderWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_SabotenderBye
181,九尾神威,,SE_Bt_Etc_KyuubiWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_KyuubiBye
182,青君神威,,SE_Bt_Etc_InugamiWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_InugamiBye
183,戰虎,,SE_Bt_Etc_ToraWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_ToraBye
184,優雷卡鹽藍燕,,SE_Bt_Etc_UmiushiWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_UmiushiBye
185,魔導復仇者寒冷地區特製型,,SE_Bt_Etc_MekagoriraWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_MekagoriraBye
186,半靈奧茲瑪,,SE_Bt_Etc_OzmanWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_OzmaBye
187,阿馬羅,,SE_Bt_Etc_RakudaDragoneWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_RakudaDragoneBye
188,氣墊船,,SE_Bt_Etc_HoverWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_HoverBye
189,仙子玲龍,,SE_Bt_Etc_BanshinryuuWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_BanshinryuuBye
190,三角龍,,SE_Bt_Etc_TorikeratopusuWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_TorikeratopusuBye
191,青蛙號M,,SE_Bt_Etc_DowarfWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_DowarfBye
192,無瑕玲龍,,SE_Bt_Etc_BanshinryuuWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_BanshinryuuBye
193,魔法飛床,,SE_Bt_Etc_ShroudBedWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_ShroudBedBye
194,大陸之眼,,SE_Bt_Etc_AhrimanWhistle,SE_Bt_Etc_ChocoboWhistle_only,SE_Bt_Etc_AhrimanBye
195,金鬥雲,,SE_Bt_Etc_KintounWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_KintounBye
196,,,SE_Bt_Etc_RakudaDragoneWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_RakudaDragoneBye
197,鬥虎,,SE_Bt_Etc_ToraWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_ToraBye
198,,,SE_Bt_Etc_RakudaDragoneWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_RakudaDragoneBye
199,,,SE_Bt_Etc_AhrimanWhistle,SE_Bt_Etc_ChocoboWhistle_only,SE_Bt_Etc_AhrimanBye
200,魔界花,,SE_Bt_Etc_MolbolWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_MolbolBye
201,豬大仙,,SE_Bt_Etc_FairyOakWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_FairyOakBye
202,厄毗米修斯,,SE_Bt_Etc_PrometeusWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_PrometeusBye
